,Player,Year,Club,Position,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%
2271,Eliseo Quintanilla,2003,DC,F-M,18,12,1176,3,3,23,13,1,1/1,1,2,0.23,13.0
2272,Justin Mapp,2003,CHI,M,21,18,1383,3,3,19,11,1,0/0,3,0,0.2,15.8
2273,Francisco Gomez,2003,KC,M,26,18,1640,3,3,45,19,0,0/0,2,1,0.16,6.7
2274,Diego Serna,2003,LA,F,10,8,660,3,2,8,5,0,0/0,2,1,0.41,37.5
2275,Alecko Eskandarian,2003,DC,F,23,5,724,3,2,15,7,0,0/0,2,1,0.37,20.0
2276,Jay Heaps,2003,NE,D,28,28,2579,3,1,25,9,0,0/0,2,1,0.1,12.0
2277,Ricardo Clark,2003,MET,M,28,28,2590,3,1,38,15,0,0/0,0,3,0.1,7.9
2278,Davy Arnaud,2003,KC,M,18,7,812,3,0,11,5,0,0/0,3,0,0.33,27.3
2279,Eddie Johnson,2003,DAL,F,22,13,1262,3,0,31,12,1,0/1,2,1,0.21,9.7
2280,Mike Petke,2003,DC,D,25,25,2343,3,0,11,8,1,0/0,2,1,0.12,27.3
2281,Cobi Jones,2003,LA,M,28,28,2574,2,8,34,8,0,0/0,1,1,0.07,5.9
2282,Andy Williams,2003,CHI,M,20,14,1358,2,7,22,7,0,0/0,0,2,0.13,9.1
2283,Ali Curtis,2003,DAL,F,25,18,1508,2,6,28,11,0,0/0,1,1,0.12,7.1
2284,Toni Nhleko,2003,DAL,F,11,9,791,2,4,22,7,1,0/0,2,0,0.23,9.1
2285,Kyle Martino,2003,CLB,M,22,20,1765,2,4,25,13,0,0/0,0,2,0.1,8.0
2286,Joselito Vaca,2003,DAL,M,27,21,1869,2,4,32,14,0,0/0,2,0,0.1,6.3
2287,Chris Armas,2003,CHI,M,25,25,2267,2,4,19,7,1,0/0,2,0,0.08,10.5
2288,Brian Dunseth,2003,DAL,D,28,26,2394,2,3,11,6,0,0/0,1,1,0.08,18.2
2289,Nate Jaqua,2003,CHI,F,20,5,708,2,2,17,7,1,0/0,1,1,0.25,11.8
2290,Wolde Harris,2003,KC,F,27,15,1412,2,2,46,23,0,0/0,1,1,0.13,4.3
2291,Chris Roner,2003,SJ,M,23,21,1939,2,2,16,8,0,0/0,1,1,0.09,12.5
2292,Shalrie Joseph,2003,NE,M,28,27,2465,2,2,46,17,1,0/0,1,1,0.07,4.3
2293,Jeff Agoos,2003,SJ,D,28,28,2593,2,2,17,4,0,1/1,2,0,0.07,11.8
2294,Josh Wolff,2003,KC,F,13,9,868,2,1,14,9,1,0/0,1,1,0.21,14.3
2295,Bobby Rhine,2003,DAL,M,25,10,1030,2,1,21,10,0,0/0,2,0,0.17,9.5
2296,Bobby Convey,2003,DC,M,19,16,1576,2,1,27,11,0,0/0,0,2,0.11,7.4
2297,Sasha Victorine,2003,LA,M,20,20,1797,2,1,30,17,1,0/0,2,0,0.1,6.7
2298,Kelly Gray,2003,CHI,D-M,28,20,1908,2,1,25,10,0,0/0,2,0,0.09,8.0
2299,Eric Denton,2003,CLB,D,26,25,2336,2,1,10,7,0,0/0,0,2,0.08,20.0
2300,Jacob LeBlanc,2003,MET,M,7,2,221,2,0,3,2,0,0/0,1,1,0.81,66.7
2301,Jaime Moreno,2003,MET,F,11,7,517,2,0,10,6,0,1/1,1,1,0.35,20.0
2302,Dario Fabbro,2003,NE,F,16,9,689,2,0,10,5,0,0/0,1,1,0.26,20.0
2303,Stephen Armstrong,2003,KC,M,23,9,1098,2,0,17,9,0,0/0,1,1,0.16,11.8
2304,Orlando Perez,2003,CHI,D,21,18,1634,2,0,12,5,1,0/0,1,1,0.11,16.7
2305,Mark Lisi,2003,MET,M,24,20,1827,1,11,17,7,0,1/1,0,1,0.05,5.9
2306,Jose Cancela,2003,NE,M,13,12,1142,1,7,36,13,0,1/1,0,1,0.08,2.8
2307,Freddy Garcia,2003,CLB,M,22,12,1275,1,6,41,12,0,0/0,1,0,0.07,2.4
2308,Todd Dunivant,2003,SJ,D,30,30,2778,1,6,19,11,1,0/0,0,1,0.03,5.3
2309,Chad Deering,2003,DAL,M,27,26,2187,1,5,24,6,1,0/0,1,0,0.04,4.2
2310,Oscar Pareja,2003,DAL,M,24,23,1982,1,4,20,3,0,0/0,1,0,0.05,5.0
2311,Joe Franchino,2003,NE,M,25,25,2355,1,4,25,8,1,0/0,1,0,0.04,4.0
2312,Santino Quaranta,2003,DC,M-F,12,8,738,1,3,14,8,0,0/0,0,1,0.12,7.1
2313,Ronnie Ekelund,2003,SJ,M,22,17,1454,1,3,15,5,0,0/0,0,1,0.06,6.7
2314,Chris Gbandi,2003,DAL,D,22,17,1569,1,2,4,3,0,0/0,1,0,0.06,25.0
2315,Carlos Bocanegra,2003,CHI,D,19,19,1784,1,2,10,5,0,0/0,1,0,0.05,10.0
2316,Craig Ziadie,2003,MET,D,22,20,1912,1,2,5,2,1,0/0,1,0,0.05,20.0
2317,Earnie Stewart,2003,DC,M,21,21,1923,1,2,24,8,0,0/0,1,0,0.05,4.2
2318,Ramiro Corrales,2003,SJ,M,25,24,2080,1,2,39,14,1,0/0,1,0,0.04,2.6
2319,Simon Elliott,2003,LA,M,24,23,2141,1,2,39,16,0,0/0,1,0,0.04,2.6
2320,Kerry Zavagnin,2003,KC,M,29,27,2486,1,2,12,2,0,0/0,1,0,0.04,8.3
2321,Dipsy Selolwane,2003,CHI,F,5,1,164,1,1,5,2,0,0/0,0,1,0.55,20.0
2322,Arturo Alvarez,2003,SJ,M,15,5,651,1,1,6,2,1,0/0,0,1,0.14,16.7
2323,Gavin Glinton,2003,DAL,F,19,7,669,1,1,16,10,0,0/0,0,1,0.13,6.3
2324,Eddie Gaven,2003,MET,M,12,7,691,1,1,13,9,1,0/0,0,1,0.13,7.7
2325,Antonio Martinez,2003,LA,F-M,14,8,775,1,1,13,5,0,0/0,1,0,0.12,7.7
2326,Seth Trembly,2003,COL,M-D,16,11,1111,1,1,16,6,0,0/0,1,0,0.08,6.3
2327,Eddie Robinson,2003,SJ,D,13,13,1121,1,1,5,3,1,0/0,0,1,0.08,20.0
2328,Alexi Lalas,2003,LA,D,22,19,1760,1,1,11,5,1,0/0,1,0,0.05,9.1
2329,Galin Ivanov,2003,DC,D,24,22,2009,1,1,16,8,0,0/0,0,1,0.04,6.3
2330,Ezra Hendrickson,2003,DAL,D,28,25,2303,1,1,18,4,0,0/0,0,1,0.04,5.6
2331,Evan Whitfield,2003,CHI,D,27,25,2328,1,1,14,8,1,0/0,1,0,0.04,7.1
2332,Ritchie Kotschau,2003,COL,D,26,25,2333,1,1,17,3,1,0/0,0,1,0.04,5.9
2333,Andrzej Juskowiak,2003,MET,F,5,0,158,1,0,7,3,0,0/0,1,0,0.57,14.3
2334,Chris Brunt,2003,KC,D,4,2,165,1,0,2,1,0,0/0,1,0,0.55,50.0
2335,Jeff Matteo,2003,CLB,M,6,3,285,1,0,2,1,0,0/0,1,0,0.32,50.0
2336,Ronnie O'Brien,2003,DAL,M,6,3,317,1,0,10,5,0,0/0,1,0,0.28,10.0
2337,Diego Walsh,2003,CLB,M,14,6,610,1,0,9,4,0,0/0,1,0,0.15,11.1
2338,Matt Crawford,2003,COL,M,16,8,746,1,0,3,2,0,0/0,0,1,0.12,33.3
2339,Alex Zotinca,2003,KC,D,20,14,1237,1,0,11,5,1,0/0,1,0,0.07,9.1
2340,Shavar Thomas,2003,DAL,D,15,14,1251,1,0,4,2,1,0/0,0,1,0.07,25.0
2341,Ryan Suarez,2003,LA,D,15,15,1356,1,0,9,3,0,0/0,0,1,0.07,11.1
2342,Brian Maisonneuve,2003,CLB,M,23,20,1729,1,0,9,3,0,0/0,0,1,0.05,11.1
2343,Ryan Nelsen,2003,DC,D,25,25,2314,1,0,30,12,0,0/0,0,1,0.04,3.3
2344,Richard Mulrooney,2003,SJ,M,25,25,2330,0,7,24,7,0,0/0,0,0,0.0,0.0
2345,Ian Russell,2003,SJ,D,18,16,1337,0,5,14,5,0,0/0,0,0,0.0,0.0
2346,Kyle Beckerman,2003,COL,M,28,24,2123,0,5,29,14,0,0/0,0,0,0.0,0.0
2347,Frankie Hejduk,2003,CLB,D,23,23,2128,0,4,25,10,0,0/0,0,0,0.0,0.0
2348,Jake Traeger,2003,CLB,D,1,0,12,0,2,1,1,0,0/0,0,0,0.0,0.0
2349,Casey Schmidt,2003,COL,F,13,1,359,0,2,4,0,0,0/0,0,0,0.0,0.0
2350,Zach Kingsley,2003,COL,M,12,5,477,0,2,4,3,0,0/0,0,0,0.0,0.0
2351,Daniel Hernandez,2003,NE,M,9,4,520,0,2,8,2,0,0/0,0,0,0.0,0.0
2352,Alex Pineda Chacon,2003,CLB,M,14,7,700,0,2,15,8,0,0/0,0,0,0.0,0.0
2353,Mauricio Cienfuegos,2003,LA,M,20,15,1342,0,2,13,6,0,0/0,0,0,0.0,0.0
2354,Leo Cullen,2003,NE,M,26,18,1563,0,2,7,2,0,0/0,0,0,0.0,0.0
2355,Pablo Mastroeni,2003,COL,M,18,18,1655,0,2,6,0,0,0/0,0,0,0.0,0.0
2356,Eddie Pope,2003,MET,D,20,20,1724,0,2,15,6,0,0/0,0,0,0.0,0.0
2357,Craig Waibel,2003,SJ,D,24,22,1991,0,2,9,4,0,0/0,0,0,0.0,0.0
2358,Danny Califf,2003,LA,D,23,23,2162,0,2,13,5,0,0/0,0,0,0.0,0.0
2359,Hong Myung-Bo,2003,LA,D,25,25,2296,0,2,7,0,0,0/0,0,0,0.0,0.0
2360,Richie Williams,2003,MET,M,26,26,2337,0,2,12,4,0,0/0,0,0,0.0,0.0
2361,Wes Hart,2003,COL,D-M,29,29,2623,0,2,12,4,0,0/0,0,0,0.0,0.0
2362,Jonathan Bolanos,2003,CHI,M,2,1,92,0,1,2,0,0,0/0,0,0,0.0,0.0
2363,Jorge Vazquez,2003,KC,M,4,2,197,0,1,1,0,0,0/0,0,0,0.0,0.0
2364,Ryan Futagaki,2003,CHI,M,6,2,218,0,1,3,0,0,0/0,0,0,0.0,0.0
2365,Rodrigo Faria,2003,SJ,F,9,7,578,0,1,18,4,0,0/1,0,0,0.0,0.0
2366,Paul Broome,2003,LA,M,11,8,748,0,1,3,1,0,0/0,0,0,0.0,0.0
2367,Jose Alegria,2003,DC,M,17,13,1091,0,1,12,5,0,0/0,0,0,0.0,0.0
2368,Tim Howard,2003,MET,GK,13,13,1223,0,1,0,0,0,0/0,0,0,0.0,0.0
2369,Carey Talley,2003,KC,D,20,13,1341,0,1,3,0,0,0/0,0,0,0.0,0.0
2370,Bryan Namoff,2003,DC,D,22,17,1663,0,1,3,1,0,0/0,0,0,0.0,0.0
2371,C.J. Brown,2003,CHI,D,21,19,1728,0,1,7,2,0,0/0,0,0,0.0,0.0
2372,Mike Clark,2003,CLB,D,29,29,2673,0,1,10,2,0,0/0,0,0,0.0,0.0
2373,Jim Curtin,2003,CHI,D,30,30,2733,0,1,10,3,0,0/0,0,0,0.0,0.0
2374,Kevin Hartman,2003,LA,GK,30,30,2796,0,1,0,0,0,0/0,0,0,0.0,0.0
2375,Andres Murriagui,2003,CLB,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2376,Andy Rosenband,2003,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2377,Billy Sleeth,2003,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2378,Brian Carroll,2003,DC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2379,Byron Foss,2003,COL,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2380,Carl Bussey,2003,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2381,David Stokes,2003,DC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2382,Gilles Grimandi,2003,COL,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2383,Jason Thompson,2003,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2384,Jeff Moore,2003,MET,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2385,Johanes Maliza,2003,SJ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2386,Jorge Geddes,2003,DC,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2387,Josh Saunders,2003,SJ,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2388,Kevin Friedland,2003,KC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2389,Michael Piserchio,2003,COL,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2390,Michael Ueltschey,2003,CLB,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2391,Mike McGinty,2003,CHI,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2392,Nick Downing,2003,NE,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2393,Nick Walls,2003,CHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2394,Scot Thompson,2003,LA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2395,Taly Goode,2003,KC,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2396,Tim Glowienka,2003,MET,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2397,Tony Frias,2003,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
2398,Herculez Gomez,2003,LA,M-F,1,0,5,0,0,0,0,0,0/0,0,0,0.0,0.0
2399,Bo Oshoniyi,2003,KC,GK,1,0,7,0,0,0,0,0,0/0,0,0,0.0,0.0
2400,Kyle Singer,2003,NE,GK,1,0,9,0,0,0,0,0,0/0,0,0,0.0,0.0
2401,Taylor Graham,2003,KC,D,2,0,10,0,0,0,0,0,0/0,0,0,0.0,0.0
2402,Henry Ring,2003,CHI,GK,1,0,11,0,0,0,0,0,0/0,0,0,0.0,0.0
2403,Dan Popik,2003,LA,GK,1,0,16,0,0,0,0,0,0/0,0,0,0.0,0.0
2404,Isaias Bardales Jr.,2003,LA,F,1,0,21,0,0,0,0,0,0/0,0,0,0.0,0.0
2405,Michael Ritch,2003,CLB,F,3,0,21,0,0,0,0,0,0/0,0,0,0.0,0.0
2406,Alex Blake,2003,COL,F,3,0,23,0,0,1,0,0,0/0,0,0,0.0,0.0
2407,Trevor Perea,2003,DC,M,2,0,37,0,0,0,0,0,0/0,0,0,0.0,0.0
2408,Mandi Urbas,2003,DAL,M,3,0,40,0,0,1,1,0,0/0,0,0,0.0,0.0
2409,Roger Levesque,2003,SJ,M,3,0,41,0,0,0,0,0,0/0,0,0,0.0,0.0
2410,Curtis Spiteri,2003,CHI,GK,1,0,44,0,0,0,0,0,0/0,0,0,0.0,0.0
2411,Joe Cannon,2003,COL,GK,1,0,44,0,0,0,0,0,0/0,0,0,0.0,0.0
2412,Chris Bagley,2003,NE,F,3,0,59,0,0,0,0,0,0/0,0,0,0.0,0.0
2413,Jack Jewsbury,2003,KC,D-M,2,1,60,0,0,0,0,0,0/0,0,0,0.0,0.0
2414,Ibrahim Kante,2003,NE,F,2,0,64,0,0,1,0,0,0/0,0,0,0.0,0.0
2415,Mike Nugent,2003,MET,F,1,1,90,0,0,4,3,0,0/0,0,0,0.0,0.0
2416,Clint Baumstark,2003,DC,GK,1,1,100,0,0,0,0,0,0/0,0,0,0.0,0.0
2417,Jose Retiz,2003,LA,M,5,0,111,0,0,0,0,0,0/0,0,0,0.0,0.0
2418,Devin Barclay,2003,DC,F,3,1,113,0,0,0,0,0,0/0,0,0,0.0,0.0
2419,Craig Capano,2003,CHI,M,5,1,120,0,0,0,0,0,0/0,0,0,0.0,0.0
2420,Guillermo Gonzalez,2003,LA,M,6,1,129,0,0,2,1,0,0/0,0,0,0.0,0.0
2421,Stephen Herdsman,2003,COL,D,3,3,198,0,0,0,0,0,0/0,0,0,0.0,0.0
2422,Jose Galvan,2003,MET,M,9,2,264,0,0,2,0,0,0/0,0,0,0.0,0.0
2423,Paul Grafer,2003,MET,GK,3,3,270,0,0,0,0,0,0/0,0,0,0.0,0.0
2424,Jon Conway,2003,SJ,GK,3,3,280,0,0,0,0,0,0/0,0,0,0.0,0.0
2425,Alberto Rizo,2003,COL,D,6,3,296,0,0,2,2,0,0/0,0,0,0.0,0.0
2426,Jason Moore,2003,NE,M,13,1,326,0,0,4,2,0,0/0,0,0,0.0,0.0
2427,Arturo Torres,2003,LA,F,9,3,333,0,0,6,4,0,0/0,0,0,0.0,0.0
2428,Daryl Powell,2003,COL,M,5,4,335,0,0,1,1,0,0/0,0,0,0.0,0.0
2429,Jose Burciaga Jr.,2003,KC,D,4,4,347,0,0,2,2,0,0/0,0,0,0.0,0.0
2430,Thiago Martins,2003,DC,F,5,4,359,0,0,7,3,0,0/0,0,0,0.0,0.0
2431,Scott Vallow,2003,COL,GK,4,4,380,0,0,0,0,0,0/0,0,0,0.0,0.0
2432,Mark Williams,2003,CLB,D,5,5,391,0,0,3,0,0,0/0,0,0,0.0,0.0
2433,Doug Warren,2003,DC,GK,5,4,404,0,0,0,0,0,0/0,0,0,0.0,0.0
2434,Kenny Arena,2003,MET,D,10,5,458,0,0,3,1,0,0/0,0,0,0.0,0.0
2435,Matt Reis,2003,NE,GK,5,5,460,0,0,0,0,0,0/0,0,0,0.0,0.0
2436,Nelson Akwari,2003,CLB,D,11,5,486,0,0,1,1,0,0/0,0,0,0.0,0.0
2437,Philip Salyer,2003,DAL,D,8,5,491,0,0,3,0,0,0/0,0,0,0.0,0.0
2438,Marshall Leonard,2003,NE,M,10,5,549,0,0,2,0,0,0/0,0,0,0.0,0.0
2439,Daniel Torres,2003,CLB,D,8,6,561,0,0,0,0,0,0/0,0,0,0.0,0.0
2440,Jeff Cassar,2003,DAL,GK,7,6,561,0,0,0,0,0,0/0,0,0,0.0,0.0
2441,Jesus Ochoa,2003,LA,M,10,7,569,0,0,5,0,0,0/0,0,0,0.0,0.0
2442,Jeff Stewart,2003,COL,D,8,7,607,0,0,1,1,0,0/0,0,0,0.0,0.0
2443,Tom Presthus,2003,CLB,GK,7,6,613,0,0,0,0,0,0/0,0,0,0.0,0.0
2444,Joseph Addo,2003,MET,D,8,7,699,0,0,1,1,0,0/0,0,0,0.0,0.0
2445,Tim Regan,2003,MET,D,15,7,745,0,0,5,2,0,0/0,0,0,0.0,0.0
2446,Juan Forchetti,2003,MET,D,10,8,775,0,0,1,1,0,0/0,0,0,0.0,0.0
2447,Troy Dayak,2003,SJ,D,9,8,784,0,0,2,0,0,0/0,0,0,0.0,0.0
2448,Ricky Lewis,2003,LA,D,13,7,794,0,0,0,0,0,0/0,0,0,0.0,0.0
2449,Matt Behncke,2003,DAL,D,13,9,826,0,0,6,1,0,0/0,0,0,0.0,0.0
2450,Chris Leitch,2003,MET,D,15,10,991,0,0,3,1,0,0/0,0,0,0.0,0.0
2451,Edgar Bartolomeu,2003,MET,D,13,11,999,0,0,6,0,0,0/0,0,0,0.0,0.0
2452,Jordan Stone,2003,DAL,M,16,9,1055,0,0,1,0,0,0/0,0,0,0.0,0.0
2453,Chad McCarty,2003,CLB,D,19,14,1224,0,0,4,0,0,0/0,0,0,0.0,0.0
2454,Daouda Kante,2003,NE,D,16,14,1319,0,0,2,2,0,0/0,0,0,0.0,0.0
2455,Jonny Walker,2003,MET,GK,14,14,1325,0,0,0,0,0,0/0,0,0,0.0,0.0
2456,Logan Pause,2003,CHI,M,23,15,1351,0,0,4,1,0,0/0,0,0,0.0,0.0
2457,Joey DiGiamarino,2003,MET,M,18,16,1445,0,0,4,2,0,0/0,0,0,0.0,0.0
2458,Steve Morrow,2003,DAL,D,17,17,1484,0,0,6,2,0,0/0,0,0,0.0,0.0
2459,Diego Gutierrez,2003,KC,D,20,17,1558,0,0,12,2,0,0/0,0,0,0.0,0.0
2460,Duncan Oughton,2003,CLB,D,23,18,1715,0,0,16,8,0,0/0,0,0,0.0,0.0
2461,Peter Vagenas,2003,LA,M,20,18,1723,0,0,7,3,0,0/0,0,0,0.0,0.0
2462,Tenywa Bonseu,2003,DAL,D,20,20,1789,0,0,4,2,0,0/0,0,0,0.0,0.0
2463,Rusty Pierce,2003,NE,D,21,21,1878,0,0,2,1,0,0/0,0,0,0.0,0.0
2464,Tyrone Marshall,2003,LA,D,25,19,1880,0,0,9,0,0,0/0,0,0,0.0,0.0
2465,Carlos Llamosa,2003,NE,D,24,23,2001,0,0,0,0,0,0/0,0,0,0.0,0.0
2466,Nat Borchers,2003,COL,D,23,22,2101,0,0,0,0,0,0/0,0,0,0.0,0.0
2467,D.J. Countess,2003,DAL,GK,24,24,2194,0,0,0,0,0,0/0,0,0,0.0,0.0
2468,Jon Busch,2003,CLB,GK,24,24,2194,0,0,0,0,0,0/0,0,0,0.0,0.0
2469,Nick Rimando,2003,DC,GK,25,25,2318,0,0,0,0,0,0/0,0,0,0.0,0.0
2470,Robin Fraser,2003,COL,D,26,26,2335,0,0,1,0,0,0/0,0,0,0.0,0.0
2471,Scott Garlick,2003,COL,GK,26,26,2346,0,0,0,0,0,0/0,0,0,0.0,0.0
2472,Adin Brown,2003,NE,GK,25,25,2347,0,0,0,0,0,0/0,0,0,0.0,0.0
2473,Pat Onstad,2003,SJ,GK,27,27,2510,0,0,2,1,0,0/0,0,0,0.0,0.0
2474,Brandon Prideaux,2003,DC,D,28,27,2586,0,0,1,0,0,0/0,0,0,0.0,0.0
2475,Chad McCarty,2003,CLB,D,19,14,1224,0,0,4,0,0,0/0,0,0,0.0,0.0
2476,Daouda Kante,2003,NE,D,16,14,1319,0,0,2,2,0,0/0,0,0,0.0,0.0
2477,Jonny Walker,2003,MET,GK,14,14,1325,0,0,0,0,0,0/0,0,0,0.0,0.0
2478,Logan Pause,2003,CHI,M,23,15,1351,0,0,4,1,0,0/0,0,0,0.0,0.0
2479,Joey DiGiamarino,2003,MET,M,18,16,1445,0,0,4,2,0,0/0,0,0,0.0,0.0
2480,Steve Morrow,2003,DAL,D,17,17,1484,0,0,6,2,0,0/0,0,0,0.0,0.0
2481,Diego Gutierrez,2003,KC,D,20,17,1558,0,0,12,2,0,0/0,0,0,0.0,0.0
2482,Duncan Oughton,2003,CLB,D,23,18,1715,0,0,16,8,0,0/0,0,0,0.0,0.0
2483,Peter Vagenas,2003,LA,M,20,18,1723,0,0,7,3,0,0/0,0,0,0.0,0.0
2484,Tenywa Bonseu,2003,DAL,D,20,20,1789,0,0,4,2,0,0/0,0,0,0.0,0.0
2485,Rusty Pierce,2003,NE,D,21,21,1878,0,0,2,1,0,0/0,0,0,0.0,0.0
2486,Tyrone Marshall,2003,LA,D,25,19,1880,0,0,9,0,0,0/0,0,0,0.0,0.0
2487,Carlos Llamosa,2003,NE,D,24,23,2001,0,0,0,0,0,0/0,0,0,0.0,0.0
2488,Nat Borchers,2003,COL,D,23,22,2101,0,0,0,0,0,0/0,0,0,0.0,0.0
2489,D.J. Countess,2003,DAL,GK,24,24,2194,0,0,0,0,0,0/0,0,0,0.0,0.0
2490,Jon Busch,2003,CLB,GK,24,24,2194,0,0,0,0,0,0/0,0,0,0.0,0.0
2491,Nick Rimando,2003,DC,GK,25,25,2318,0,0,0,0,0,0/0,0,0,0.0,0.0
2492,Robin Fraser,2003,COL,D,26,26,2335,0,0,1,0,0,0/0,0,0,0.0,0.0
2493,Scott Garlick,2003,COL,GK,26,26,2346,0,0,0,0,0,0/0,0,0,0.0,0.0
2494,Adin Brown,2003,NE,GK,25,25,2347,0,0,0,0,0,0/0,0,0,0.0,0.0
2495,Pat Onstad,2003,SJ,GK,27,27,2510,0,0,2,1,0,0/0,0,0,0.0,0.0
2496,Brandon Prideaux,2003,DC,D,28,27,2586,0,0,1,0,0,0/0,0,0,0.0,0.0
2497,Nick Garcia,2003,KC,D,29,29,2689,0,0,7,2,0,0/0,0,0,0.0,0.0
2498,Zach Thornton,2003,CHI,GK,30,30,2728,0,0,0,0,0,0/0,0,0,0.0,0.0
2499,Tony Meola,2003,KC,GK,30,30,2797,0,0,0,0,0,0/0,0,0,0.0,0.0
2500,Brian Ching,2004,SJ,F,25,21,1952,12,4,51,26,3,0/0,8,4,0.55,23.5
2501,Eddie Johnson,2004,DAL,F,26,25,2269,12,3,75,32,7,1/1,10,2,0.48,16.0
2502,Pat Noonan,2004,NE,F,29,29,2545,11,8,75,37,2,0/0,4,7,0.39,14.7
2503,Damani Ralph,2004,CHI,F,26,25,2249,11,3,89,36,3,2/2,8,3,0.44,12.4
2504,Carlos Ruiz,2004,LA,F,20,18,1586,11,2,63,36,2,2/3,8,3,0.62,17.5
2505,Edson Buddle,2004,CLB,F,24,20,1720,11,2,65,31,5,0/0,9,2,0.58,16.9
2506,Amado Guevara,2004,MET,M,24,23,2110,10,10,65,30,3,6/6,4,6,0.43,15.4
2507,Josh Wolff,2004,KC,F,26,25,2252,10,7,59,33,3,2/3,6,4,0.4,16.9
2508,John Wolyniec,2004,MET,F,30,23,2047,10,3,56,27,5,0/0,6,4,0.44,17.9
2509,Alecko Eskandarian,2004,DC,F,24,19,1626,10,2,58,32,5,0/0,8,2,0.55,17.2
2510,Davy Arnaud,2004,KC,M,30,30,2626,9,8,61,27,2,0/0,7,2,0.31,14.8
2511,Jeff Cunningham,2004,CLB,F,30,19,1853,9,4,63,26,2,3/3,6,3,0.44,14.3
2512,Taylor Twellman,2004,NE,F,23,23,2050,9,1,70,39,3,0/1,7,2,0.4,12.9
2513,Jovan Kirovski,2004,LA,M-F,24,23,1983,8,2,59,25,4,1/1,5,3,0.36,13.6
2514,Jaime Moreno,2004,DC,F,27,27,2279,7,14,39,25,1,1/2,6,1,0.28,17.9
2515,Steve Ralston,2004,NE,M,30,30,2700,7,8,25,11,1,2/2,5,2,0.23,28.0
2516,Eddie Gaven,2004,MET,M,29,29,2578,7,7,46,22,0,0/0,3,4,0.24,15.2
2517,Peguero Jean Philippe,2004,COL,F,18,16,1388,7,4,42,22,2,0/0,4,3,0.45,16.7
2518,Ross Paule,2004,CLB,M,25,23,2057,7,2,23,13,1,4/4,5,2,0.31,30.4
2519,Clint Dempsey,2004,NE,M,24,23,2024,7,1,47,25,1,0/0,4,3,0.31,14.9
2520,Landon Donovan,2004,SJ,M-F,23,22,2018,6,10,51,22,1,0/1,3,3,0.27,11.8
2521,Cornell Glen,2004,MET,F,18,10,964,6,2,42,21,1,0/0,1,5,0.56,14.3
2522,Toni Nhleko,2004,DAL,F,23,13,1184,6,2,49,23,2,0/0,4,2,0.46,12.2
2523,Alejandro Moreno,2004,LA,F,25,12,1292,6,2,29,12,1,0/0,2,4,0.42,20.7
2524,Dwayne De Rosario,2004,SJ,M,21,12,1211,5,3,40,14,0,0/0,2,3,0.37,12.5
2525,Freddy Adu,2004,DC,F,30,14,1435,5,3,33,16,1,0/0,3,2,0.31,15.2
2526,Jason Kreis,2004,DAL,M,25,19,1703,5,2,42,16,0,0/0,2,3,0.26,11.9
2527,Kyle Martino,2004,CLB,M,29,27,2301,5,2,31,17,2,1/1,3,2,0.2,16.1
2528,Fabian Taylor,2004,MET,F,21,8,877,5,1,45,18,1,0/0,3,2,0.51,11.1
2529,Andy Williams,2004,CHI,M,25,23,2023,4,9,48,20,1,1/1,2,2,0.18,8.3
2530,Chris Klein,2004,KC,M,19,19,1694,4,8,47,23,2,1/2,4,0,0.21,8.5
2531,Andreas Herzog,2004,LA,M-F,27,25,2048,4,7,68,26,0,1/1,2,2,0.18,5.9
2532,Nate Jaqua,2004,CHI,F,26,21,1832,4,4,45,19,1,0/0,2,2,0.2,8.9
2533,Ronnie Ekelund,2004,SJ,M,26,24,2016,4,3,32,12,0,3/4,1,3,0.18,12.5
